;;;;;;;;;;;;
;;;;;;;;;;;;
DateTime;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C
01-01-2023 05:687;6,5;1;0,4;0;96;4,6;0,3;11,6;7,5;19;0,6;13,3
01-01-2023 06:687;10,7;4;1,8;0;119;8,1;0,2;2,1;3;5,1;0,4;13,1
01-01-2023 01:688;11,5;1;2,1;0;112;9,4;0,1;0,7;1,3;1,9;0,5;12,8
01-01-2023 02:688;8,2;0;0,5;0;321;6,8;0,2;0,6;3,1;3,7;0,4;12,8
01-01-2023 03:688;8;2;0,6;0;34;5,7;0,2;0,7;4,1;4,8;0,5;12,4
01-01-2023 04:688;9,8;0;0,7;0;160;5,9;0,2;1,5;3,7;5,3;0,4;12,3
01-01-2023 05:688;10,3;2;0,5;0;40;6,1;0,2;2,1;4,2;6,3;0,5;12,4
01-01-2023 06:688;9,8;3;0,8;0;143;3,2;0,3;9,9;7,3;17,3;0,6;12,4
01-01-2023 01:689;11;4;0,4;0;234;1,7;0,6;30,1;9,9;40;0,9;12,3
01-01-2023 02:689;14;3;1,1;0;91;4,9;0,5;16,3;6;22,3;0,8;13,3
01-01-2023 03:689;10,5;0;2,8;0,1;129;8,6;0,3;6;2,9;8,9;0,5;14,2
01-01-2023 04:689;10,5;3;1,9;0;154;8,7;0,3;7,7;3,1;10,8;0,5;16,6
01-01-2023 05:689;10,5;5;1,8;0;142;9,7;0,2;6;2,9;8,9;0,5;17,2
01-01-2023 06:689;8,8;5;2,1;0;146;10,7;0,2;5,3;2,8;8,1;0,5;17,2
01-01-2023 01:690;10;5;2;0;148;12,1;0,2;4;2,5;6,5;0,4;18,2
01-01-2023 02:690;8,7;7;2,6;0;122;12,5;0,2;4,1;2;6,1;0,4;18,1
01-01-2023 03:690;9,9;8;2,6;0;127;12,3;0,2;5,4;2,7;8;0,5;18,3
01-01-2023 04:690;11,5;9;3,2;0;122;12,7;0,2;3,6;2,6;6,2;0,3;18,2
01-01-2023 05:690;8,8;8;3,9;0;131;13,1;0,2;4;1,7;5,7;0,5;17,1
01-01-2023 06:690;5,8;0;2,9;0;122;12,7;0,2;4,7;2,3;7;0,5;16,1
01-01-2023 01:691;9,8;0;2;0;127;10,9;0,3;4,9;4,1;9;0,5;15
01-01-2023 02:691;11;0;0,9;0;149;9,4;0,3;4,8;6,1;10,9;0,5;14,5
01-01-2023 03:691;10;3;1,2;0;137;10;0,3;5;5,3;10,2;0,6;14,6
01-01-2023 04:691;13;6;1,9;0;117;8,9;0,3;3,1;4,7;7,8;0,4;14
01-01-2023 05:691;12,2;2;1,5;0;354;7,9;0,2;2,4;4,6;7;0,4;13,4
01-01-2023 06:691;9;3;2,4;0;106;11;0,2;1,1;2,2;3,3;0,5;13,5
01-01-2023 01:692;8,3;4;0,9;0;29;9;0,2;0,9;2,7;3,6;0,4;13
01-01-2023 02:692;8;1;1,2;0;55;9,4;0,2;0,5;2,2;2,6;0,4;12,8
01-01-2023 03:692;4,3;2;0,9;0;99;10,5;0,2;0,3;1,5;1,8;0,4;12,6
01-01-2023 04:692;4,4;1;0,2;0;42;10,2;0,2;1,3;2,8;4,1;0,3;12,2
01-01-2023 05:692;5,8;0;1;0;10;8,6;0,2;2,4;4,7;7,2;0,3;12,4
01-01-2023 06:692;7,3;0;0,9;0;94;8,3;0,2;5,4;5,7;11,1;0,4;12,2
01-01-2023 01:693;9,5;3;0,7;0;87;6;0,5;18,2;10,1;28,3;0,8;12,6
01-01-2023 02:693;19,1;5;0,9;0;16;8,9;0,4;10,6;7,4;18;0,6;13,7
01-01-2023 03:693;15,2;3;0,6;0;83;0;0;0;0;0;0;15,1
01-01-2023 04:693;10,5;0;1,4;0;341;0;0;0;0;0;0;16,7
01-01-2023 05:693;6,8;0;0,6;0;120;0;0;0;0;0;0;19,6
01-01-2023 06:693;8;0;1,7;0;141;14,4;0,2;4,2;3,1;7,3;0,4;17,8
01-01-2023 01:694;10,9;0;2,2;0;174;14;0,3;4,9;3,5;8,4;0,3;17,7
01-01-2023 02:694;15,6;0;0,9;0;151;14;0,2;4,5;2,8;7,3;0,2;19,9
01-01-2023 03:694;9,7;0;2,1;0;107;14,4;0,2;4,4;3,2;7,6;0,2;19,2
01-01-2023 04:694;10;0;2,6;0;137;15,1;0,2;4,8;2,1;6,9;0,3;19,7
01-01-2023 05:694;9,8;0;1,2;0;177;16,6;0,4;5,6;11,8;17,4;0,4;19,1
01-01-2023 06:694;37,1;0;1,5;0;241;13,8;0,6;5,3;24,9;30,3;0,4;17
01-01-2023 01:695;49,7;0;0,9;0;252;4,2;0,8;9,6;29,1;38,8;0,5;15,6
01-01-2023 02:695;51,2;0;0,5;0;244;4,8;0,7;7,6;24,3;31,9;0,4;15,3
01-01-2023 03:695;32,5;0;1,4;0;122;8,6;0,5;6,8;9;15,8;0,2;14,9
01-01-2023 04:695;19,6;0;0,9;0;120;11,6;0,3;3,8;6,3;10,1;0,3;14,5
01-01-2023 05:695;11,7;0;1;0;138;3,1;0,7;19,5;18,5;38;0,4;13,9
01-01-2023 06:695;40,3;0;0,6;0;26;0,6;1;33,9;24,9;58,8;0,6;13,7
01-01-2023 01:696;50,4;0;0,7;0;5;0,4;0,8;18,9;24;42,9;0,5;13,7
01-01-2023 02:696;41,9;0;0,6;0;290;1;0,6;12,3;25,8;38,1;0,9;13,4
01-01-2023 03:696;28,5;0;0,6;0;242;3,2;0,4;1,3;16,6;17,8;0,5;13,2
01-01-2023 04:696;12,5;0;0,3;0;315;1,2;0,4;5,5;19;24,6;0,5;12,9
01-01-2023 05:696;25,2;0;0,7;0;348;0,5;0,5;11;20,5;31,6;0,5;12,9
01-01-2023 06:696;30,1;0;0,9;0;350;0,5;0,5;16,7;18,2;34,9;0,6;12,7
01-01-2023 01:697;28,9;0;0,6;0;152;8,2;0,4;7,3;6,9;14,2;0,4;12,9
01-01-2023 02:697;5,3;0;1,1;0;13;9,1;0,4;10,5;8,3;18,8;0,4;14,4
01-01-2023 03:697;21,6;0;1,4;0;126;15;0,2;4,7;3,9;8,6;0,2;15,9
01-01-2023 04:697;18,1;0;2,5;0;126;19,3;0,2;4,4;3,9;8,4;0,3;17,5
01-01-2023 05:697;0;0;2,7;0;139;19,3;0,2;4,7;3,9;8,7;0,3;17,9
01-01-2023 06:697;0;0;3,7;0;132;0;0,2;0;0;0;0,4;18
01-01-2023 01:698;0;0;2,3;0;164;0;0,2;0;0;0;0,3;20,2
01-01-2023 02:698;9;0;3,2;0;125;0;0,2;0;0;0;0,3;19,9
01-01-2023 03:698;11,3;0;4,1;0;110;0;0,2;0;0;0;0,2;18,9
01-01-2023 04:698;7,3;0;5,5;0;116;0;0,1;0;0;0;0,3;17,9
01-01-2023 05:698;8,1;0;5,6;0;124;0;0,1;0;0;0;0,3;15,7
01-01-2023 06:698;6,8;0;4,8;0;124;0;0,1;0;0;0;0,3;15,3
01-01-2023 01:699;7,6;0;2,9;0;122;0;0,1;0;0;0;0,3;14,9
01-01-2023 02:699;11;0;1,5;0;137;0;0,1;0;0;0;0,2;14,6
01-01-2023 03:699;5,1;0;2,8;0;148;0;0,1;0;0;0;0,2;13,6
01-01-2023 04:699;3,4;0;2,3;0;157;0;0,1;0;0;0;0,2;13,6
01-01-2023 05:699;5,1;0;1,3;0;143;0;0,1;0;0;0,1;0,2;13,4
01-01-2023 06:699;5;0;1,9;0;140;16,8;0,1;0,7;1,7;2,4;0,2;13,3
01-01-2023 01:700;7;0;2,6;0;128;17;0,1;0,6;1;1,6;0,2;13,2
01-01-2023 02:700;4,8;0;2,1;0;136;17,1;0,1;0,3;1;1,3;0,2;12,9
01-01-2023 03:700;2,2;0;1;0;74;14,6;0,2;0,5;1,8;2,3;0,3;12,9
01-01-2023 04:700;3,9;0;1,9;0;119;15,3;0,1;0,5;1,4;1,9;0,2;12,8
01-01-2023 05:700;7;0;1,9;0;128;15,8;0,1;0,3;1,1;1,4;0,3;12,2
01-01-2023 06:700;5,1;0;2,1;0;120;14,3;0,2;1,3;1,6;2,9;0,2;12,2
01-01-2023 01:701;6;0;2,7;0;113;13,1;0,2;3,2;2;5,2;0,3;12,3
01-01-2023 02:701;0;0;2;0;122;13,6;0,2;3,1;2,1;5,2;0,2;13
01-01-2023 03:701;3,9;0;2,4;0;126;16;0,2;1,3;1,7;3;0,2;13,9
01-01-2023 04:701;4,8;0;2,5;0;116;15,9;0,2;1,3;1,8;3,1;0,2;14,6
01-01-2023 05:701;1,5;0;2,5;0;125;15,8;0,2;1,7;1,6;3,3;0,2;16,6
01-01-2023 06:701;5;0;1,8;0;128;15,7;0,2;2,6;2,4;5;0,3;17,9
01-01-2023 01:702;0,7;0;1,7;0;153;16,2;0,2;3,1;3;6,1;0,3;17,5
01-01-2023 02:702;5,3;0;2,4;0;159;16,1;0,2;3,3;2,9;6,2;0,3;16,8
01-01-2023 03:702;9,3;0;2,6;0;148;18;0,2;1,4;2,1;3,4;0,3;15,9
01-01-2023 04:702;4,1;0;3,6;0;104;19;0,2;1,7;1,3;3,1;0,3;17,4
01-01-2023 05:702;1,4;0;2,4;0;145;19,1;0,2;1,1;1,6;2,7;0,3;16,1
01-01-2023 06:702;6,3;0;2,1;0;131;18,2;0,2;1,6;2,4;4;0,3;15
01-01-2023 01:703;10,9;0;2,4;0;121;17,7;0,2;1,9;2,7;4,5;0,3;14,1
01-01-2023 02:703;8,7;0;0,4;0;250;16,4;0,2;1;3,4;4,4;0,3;13,7
01-01-2023 03:703;5,3;0;0,9;0;80;13,8;0,3;3,1;5,9;9,1;0,3;13,3
01-01-2023 04:703;4,1;0;0,8;0;67;9,1;0,4;7,8;8,8;16,6;0,3;12,9
01-01-2023 05:703;5,5;0;1,9;0;114;16,1;0,2;1,4;2,9;4,3;0,2;13,3
01-01-2023 06:703;6,6;0;1,4;0,3;145;17,4;0,1;0,5;1,5;2;0,2;12,8
01-01-2023 01:704;3,6;0;0,4;0,3;3;11,6;0,2;0,5;3,2;3,6;0,2;12
01-01-2023 02:704;0;0;0,5;0,3;83;0;0,2;0;0;0;0,2;11,6
01-01-2023 03:704;12;0;0,9;0;98;0;0,1;0;0;0;0,2;11,7
01-01-2023 04:704;8,7;0;0,8;0;359;0;0,1;0;0;0;0,2;11,6
01-01-2023 05:704;7;0;1;0;12;0;0,1;0;0;0;0,3;11,5
01-01-2023 06:704;0;0;0,9;0;87;0;0,2;0;0;0;0,3;11,7
01-01-2023 01:705;0;0;2,4;0;116;0;0,2;0;0;0;0,3;12,5
01-01-2023 02:705;0;0;2;0,1;122;0;0,2;0;0;0;0,3;13,1
01-01-2023 03:705;0;0;2,3;0;136;15,8;0,3;0;0;0;0,2;14
01-01-2023 04:705;0;0;1,9;0;148;17,5;0,2;0;0;0;0,4;16,2
01-01-2023 05:705;8,3;7;1,2;0;154;18,2;0,1;0;0;0;0,3;17,3
01-01-2023 06:705;0;12;2,1;0;140;18,4;0,1;0;0;0;0,3;17,4
01-01-2023 01:706;6;6;2,5;0;157;18,7;0,1;0;0;0;0,3;18
01-01-2023 02:706;6,3;6;2,5;0;146;18,1;0,1;0;0;0;0,3;17,4
01-01-2023 03:706;8;3;2,1;0;147;18,9;0,1;0;0;0;0,3;18,8
01-01-2023 04:706;9,9;1;2,8;0;136;19,3;0,1;0;0;0;0,2;17,8
01-01-2023 05:706;11,6;0;4;0;128;19,5;0,1;0;0;0;0,2;16
01-01-2023 06:706;11,7;0;3;0;125;18;0,1;3,2;4,2;7,4;0,3;14,5
01-01-2023 01:707;17,1;6;2,7;0;127;16,3;0,1;2,2;4,2;6,4;0,3;14
01-01-2023 02:707;11,2;4;1,8;0;121;15,6;0,1;2,4;5,6;8;0,2;13,8
01-01-2023 03:707;9,6;6;0,6;0;72;12,7;0,1;1,2;5,2;6,5;0,2;13,1
01-01-2023 04:707;14,7;8;1;0;97;14,2;0,1;0,4;5;5,4;0,2;13,1
01-01-2023 05:707;12,5;1;1,3;0;40;13,2;0,1;0,4;4,8;5,2;0,2;13
01-01-2023 06:707;8,8;0;2,7;0;121;15,6;0;0;2,7;2,5;0,1;12,5
01-01-2023 01:708;6,6;4;0,1;0;22;15,1;0,1;0,2;3,4;3,6;0,2;12,2
01-01-2023 02:708;8,5;4;0,4;0;265;15,4;0,1;0,3;2,1;2,4;0,2;12,2
01-01-2023 03:708;6,7;3;1,3;0;125;16,3;0,1;0,1;1,7;1,8;0,2;12,2
01-01-2023 04:708;5;5;1,8;0;112;17,5;0,1;0;1,1;1,1;0,3;12,4
01-01-2023 05:708;6;6;0,5;0;102;15,8;0,1;0,4;2,6;2,9;0,3;12,3
01-01-2023 06:708;5,8;2;1,1;0;347;3,7;0,3;15,2;14,6;29,8;0,4;12
01-01-2023 01:709;18,6;0;1,2;0;124;7,4;0,3;11,8;10,7;22,5;0,4;12,2
01-01-2023 02:709;15,9;4;1,3;0;130;11;0,3;7,5;7,2;14,7;0,3;13,4
01-01-2023 03:709;5,3;5;0,8;0;128;12,2;0,3;0;0;0;0;16,1
01-01-2023 04:709;0;3;0,7;0;235;0;0;0;0;0;0,3;19,3
01-01-2023 05:709;0;2;0,7;0;42;0;0;0;0;0;0,3;19,2
01-01-2023 06:709;15,2;1;0,5;0;103;0;0;0;0;0;0,3;20,2
01-01-2023 01:710;8,5;5;0,6;0;48;0;0;0;0;0;0,4;19,8
01-01-2023 02:710;10;5;2,6;0;135;0;0,1;4,4;3,7;8;0,4;18,9
01-01-2023 03:710;10,2;0;3,3;0;141;0;0;4,2;3,6;7,8;0,3;17,5
01-01-2023 04:710;16,7;0;2,7;0;130;0;0;3,6;3,5;7;0,3;17,5
01-01-2023 05:710;7,6;2;4;0;119;0;0;2,7;3,1;5,8;0,3;16,4
01-01-2023 06:710;10,4;0;1,6;0;134;0;0,1;3,6;5,4;9;0,3;15,3
01-01-2023 01:711;9,4;0;0,7;0;210;0;0,1;2,6;6;8,6;0,3;14,5
01-01-2023 02:711;7,7;4;2,8;0;125;0;0;2,1;4,3;6,4;0,3;14,1
01-01-2023 03:711;10,5;6;3,6;0;118;0;0;0,9;3,1;3,9;0,3;13,3
01-01-2023 04:711;15,7;7;1,8;0;130;0;0;1,5;4;5,5;0,3;12,7
01-01-2023 05:711;10;5;1,3;0;122;0;0;1,1;4,1;5,1;0,3;12,8
01-01-2023 06:711;6,3;4;0,6;0;46;0;0,1;4,4;8,3;12,7;0,3;12
01-01-2023 01:712;14,9;2;0,9;0;64;0;0,2;0,7;3,1;3,8;0,3;12,1
01-01-2023 02:712;5,6;0;0,7;0;60;0;0,2;1,5;4,7;6,2;0,3;11,5
01-01-2023 03:712;5,3;2;0,6;0;79;0;0,2;0,8;3,3;4,1;0,3;11,4
01-01-2023 04:712;9;2;1;0;149;0;0,1;0,3;2,7;3;0,3;11,6
01-01-2023 05:712;11,2;2;1,5;0;121;0;0,2;1,4;4,9;6,3;0,3;12,1
01-01-2023 06:712;10,5;0;1,7;0;130;0;0,2;2,5;4,6;7,1;0,4;11,9
01-01-2023 01:713;11,6;0;2,3;0;101;0;0,3;7,1;6,3;13,4;0,4;11,7
01-01-2023 02:713;12,9;3;1;0;19;0;0,3;6,4;6;12,4;0,3;12,6
01-01-2023 03:713;12;1;0,9;0;349;0;0,4;8,7;7,5;16,2;0,4;14,7
01-01-2023 04:713;10,5;2;1,2;0;232;0;0,2;5,7;5;10,7;0,4;17,2
01-01-2023 05:713;11,2;1;0,2;0;135;0;0,2;4;3,8;7,8;0,3;19,4
01-01-2023 06:713;7,8;3;1,9;0;162;0;0,2;4,4;3,7;8,1;0,3;18,2
01-01-2023 01:714;6,6;3;1,7;0;162;0;0,2;3,8;4,7;8,5;0,4;18,4
01-01-2023 02:714;14,7;2;2,6;0;135;0;0,2;4,3;4;8,3;0,4;17,8
01-01-2023 03:714;12,5;6;1,8;0;114;0;0,2;4;3,3;7,3;0,4;19,2
01-01-2023 04:714;13;7;3,2;0;143;0;0,2;3,1;2,8;6;0,3;19,2
01-01-2023 05:714;12,7;7;3;0;137;0;0,2;3,2;3,2;6,4;0,4;19
01-01-2023 06:714;10,5;2;3,8;0;118;0;0,2;3;3,4;6,4;0,4;16,9
01-01-2023 01:715;9,4;0;4,1;0;137;0;0,2;1,9;2,8;4,8;0,3;15,1
01-01-2023 02:715;11,9;0;2,6;0;145;0;0,2;2;3;5;0,4;14,6
01-01-2023 03:715;11,5;2;3,7;0;147;0;0,2;2,2;3,1;5,3;0,3;14,2
01-01-2023 04:715;10,2;6;1,4;0;134;0;0,2;2,2;3,8;5,9;0,3;13,9
01-01-2023 05:715;8;8;0,6;0;135;0;0,2;1,4;3,3;4,8;0,2;13,4
01-01-2023 06:715;3;3;2,6;0;124;0;0,1;0,5;1,6;2,1;0,2;13
01-01-2023 01:716;1,7;0;2,6;0;136;0;0,2;0,3;1,1;1,4;0,2;12,9
01-01-2023 02:716;0,7;0;2,2;0;143;0;0,2;0,8;1,9;2,7;0,3;12,7
01-01-2023 03:716;6,1;0;1,5;0;149;0;0,2;0,3;1,6;1,9;0,3;12,7
01-01-2023 04:716;8;0;3,1;0;138;0;0,2;0,2;0,9;1,1;0,3;12,7
01-01-2023 05:716;3,9;2;3;0;128;0;0,2;0,6;1,3;1,9;0,3;12,5
01-01-2023 06:716;3,4;1;2,2;0;164;0;0,2;1;2,2;3,2;0,3;12,8
01-01-2023 01:717;7;2;2,2;0;186;0;0,2;1,7;3;4,7;0,4;13
01-01-2023 02:717;11,2;3;1,5;0;184;0;0,3;3;4,2;7,2;0,3;13,2
01-01-2023 03:717;9;3;2,5;0;167;0;0,3;4,2;4,1;8,3;0,4;14,2
01-01-2023 04:717;9,3;7;2,9;0;150;0;0,3;6,3;5;11,3;0,4;14
01-01-2023 05:717;11;11;2,7;0;144;0;0,3;6,5;3,9;10,4;0,4;15,9
01-01-2023 06:717;8,5;5;2,6;0;160;0;0,2;5,1;3,1;8,2;0,3;17
01-01-2023 01:718;10,5;0;2,8;0;159;0;0,3;5,1;3,2;8,4;0,3;17,6
01-01-2023 02:718;11,2;2;2,8;0;161;0;0,3;5,7;3,4;9,1;0,4;18,1
01-01-2023 03:718;23,7;6;2,6;0;161;0;0,2;3,6;3,1;6,7;0,4;18,6
01-01-2023 04:718;9;9;2,4;0;187;0;0,2;4,4;4,1;8,5;0,4;19,1
01-01-2023 05:718;18,3;4;2,6;0;172;0;0,3;4,9;4;8,9;0,4;18,2
01-01-2023 06:718;14,7;2;2,2;0;161;0;0,2;3;3,3;6,4;0,4;16
01-01-2023 01:719;8,7;5;3,4;0;145;0;0,2;2,3;3,3;5,6;0,4;14,4
01-01-2023 02:719;0;6;3,3;0;134;0;0,2;2,2;3,2;5,3;0,3;13,7
01-01-2023 03:719;5;5;2,2;0;159;0;0,3;2,7;3,4;6,1;0,3;13,3
01-01-2023 04:719;5,8;2;2,9;0;132;0;0,2;1,5;3,1;4,6;0,3;13,5
01-01-2023 05:719;7;0;2,3;0;135;0;0,2;0,8;2,2;3;0,3;13,4
01-01-2023 06:719;4,6;0;1,8;0;127;0;0,2;0,6;1,9;2,5;0,4;13,2
01-01-2023 01:720;4;4;2,3;0;144;0;0,2;0,3;1,1;1,4;0,3;12,9
01-01-2023 02:720;5,3;1;2,1;0;182;0;0,2;0,2;0,6;0,8;0,2;12,8
01-01-2023 03:720;6,1;1;1,7;0;181;0;0,2;0,1;0,5;0,6;0,4;12,7
01-01-2023 04:720;7;3;1,2;0;161;0;0,2;0,1;0,5;0,6;0,3;12,5
01-01-2023 05:720;5,5;2;1,6;0;136;0;0,2;0,4;1,4;1,8;0,3;12,6
01-01-2023 06:720;6,3;2;2,6;0;127;0;0,2;1,6;2,6;4,2;0,3;12,6
01-01-2023 01:721;8;3;1,4;0;179;0;0,2;2,3;3,4;5,7;0,4;12,8
01-01-2023 02:721;6;6;1,1;0;165;0;0,3;6;6,6;12,6;0,4;13,3
01-01-2023 03:721;6,6;3;2,4;0;176;0;0,3;4,3;3,7;7,9;0,4;13,6
01-01-2023 04:721;9,3;4;2,1;0;185;0;0,3;4;3,2;7,3;0,3;14,2
01-01-2023 05:721;16,6;6;3,1;0;153;0;0,3;4,6;3,4;8;0,4;14,7
01-01-2023 06:721;9,3;7;2,8;0;162;0;0,2;3,5;2,6;6,1;0,4;16,1
01-01-2023 01:722;9,8;6;3,2;0;155;0;0,3;3,3;2,7;6;0,4;15,9
01-01-2023 02:722;12;6;2,1;0;200;0;0,2;3,6;3;6,6;0,4;17,7
01-01-2023 03:722;10,5;7;1,7;0;173;0;0,2;2,3;2,7;5;0,4;17,6
01-01-2023 04:722;8;6;2,8;0;144;0;0,3;5;4,5;9,4;0,4;15,9
01-01-2023 05:722;17,3;7;1,4;0;143;0;0,3;3,2;3,1;6,3;0,4;15,5
01-01-2023 06:722;7,3;3;1,7;0;134;0;0,3;4,3;4,9;9,2;0,4;15
01-01-2023 01:723;11;0;2,7;0;131;0;0,3;3,4;3,8;7,2;0,4;13,4
01-01-2023 02:723;10,4;3;2,3;0;130;0;0,3;3,7;4,2;8;0,3;12,9
01-01-2023 03:723;5,1;3;2,5;0;137;0;0,3;3,8;4,3;8,1;0,4;13,1
01-01-2023 04:723;5,1;2;2,5;0;125;0;0,2;2,8;3,4;6,2;0,4;13,1
01-01-2023 05:723;5;5;2;0;132;0;0,2;2,5;3,5;6;0,4;12,7
01-01-2023 06:723;4;4;2,4;0;114;0;0,2;1,5;1,9;3,4;0,3;13
01-01-2023 01:724;6,1;4;2,2;0;125;0;0,2;0,4;1,2;1,5;0,3;12,7
01-01-2023 02:724;7,8;2;2,8;0;129;0;0,2;0,3;0,9;1,2;0,4;12,6
01-01-2023 03:724;4;2;2,9;0;131;0;0,2;0,3;1;1,3;0,3;12,6
01-01-2023 04:724;2,2;2;2,4;0;124;0;0,2;0,3;1;1,3;0,4;12
01-01-2023 05:724;2,7;2;2,7;0;119;0;0,2;0,4;1,1;1,5;0,3;12,2
01-01-2023 06:724;6;6;2,3;0;123;0;0,2;1;2;3;0,3;12,3
01-01-2023 01:725;7,1;5;2,7;0;129;0;0,2;2,5;3,1;5,6;0,3;12,4
01-01-2023 02:725;5,5;3;2,7;0;159;0;0,2;2,9;2,8;5,7;0,4;13,1
01-01-2023 03:725;8,1;8;2,6;0;170;0;0,2;3,8;3,1;6,8;0,4;13,7
01-01-2023 04:725;9;9;2,5;0;181;0;0,2;2,2;2,2;4,5;0,3;15,3
01-01-2023 05:725;3,2;3;2,5;0;170;0;0,2;2,9;2,6;5,5;0,4;16,8
01-01-2023 06:725;15;4;3,1;0;160;0;0,2;3,2;2,5;5,7;0,3;16,4
01-01-2023 01:726;9,1;5;2,2;0;177;0;0,2;2,9;2,3;5,2;0,4;17,2
01-01-2023 02:726;7,3;4;2,7;0;161;0;0,3;2,9;3,4;6,3;0,4;17
01-01-2023 03:726;7;6;2,9;0;162;0;0,2;2,9;2,4;5,2;0,4;17,5
01-01-2023 04:726;7,6;3;2,9;0;125;0;0,2;2,3;1,8;4,1;0,3;17,4
01-01-2023 05:726;7,3;1;2,4;0;151;0;0,2;3,2;2,6;5,8;0,4;17,1
01-01-2023 06:726;8,3;0;3,2;0;127;0;0,2;2,1;2,6;4,7;0,4;15,4
01-01-2023 01:727;7,6;0;2,4;0;122;0;0,2;1,7;2,7;4,4;0,4;14,3
01-01-2023 02:727;8,3;0;1,8;0;118;0;0,3;1,7;3,1;4,8;0,3;14,4
01-01-2023 03:727;8,6;4;2,3;0;115;0;0,3;1,4;3,1;4,5;0,3;14
01-01-2023 04:727;6,1;5;3,1;0;113;0;0,2;1,3;2,2;3,5;0,4;13,3
01-01-2023 05:727;16,4;5;0,3;0;259;0;0,3;1,8;3,9;5,7;0,3;13
01-01-2023 06:727;9,1;7;1,1;0;88;0;0,3;1,7;4,1;5,8;0,3;12,8
01-01-2023 01:728;9,1;4;1,4;0;139;0;0,2;0,5;2,4;2,9;0,2;13
01-01-2023 02:728;7,1;0;0,6;1,1;83;0;0,3;3;8,9;12;0,4;12,5
01-01-2023 03:728;8,5;0;1;4,8;111;0;0,4;3,9;12;15,9;0,4;11,1
01-01-2023 04:728;18,5;4;0,6;3,7;349;0;0,4;4;11,9;15,9;0,4;10,7
01-01-2023 05:728;19,9;12;0,9;1,5;130;0;0,4;5,1;9,3;14,4;0,4;10,8
01-01-2023 06:728;16,7;7;0,4;1,1;355;0;0,4;4,5;9,4;13,8;0,4;10,7
01-01-2023 01:729;9,8;2;0,4;0,2;142;0;0,4;9,8;8,1;17,9;0,5;11
01-01-2023 02:729;7,3;2;0,8;0,1;111;0;0,4;8,1;7;15,2;0,5;12
01-01-2023 03:729;18,1;4;1,5;0;333;0;0,5;11;8,5;19,5;0,4;13,4
01-01-2023 04:729;9,3;7;0,2;0;60;0;0,4;6,4;5,3;11,7;0,4;16,8
01-01-2023 05:729;16,9;5;2,7;0;151;0;0,3;2,1;2,3;4,4;0,4;17,2
01-01-2023 06:729;9,6;4;2,2;0,1;160;0;0,2;1,8;2,2;3,9;0,4;18,3
01-01-2023 01:730;9,6;4;2,2;0;178;0;0,3;1,7;2,1;3,7;0,4;18,5
01-01-2023 02:730;9,1;3;2,7;0;135;0;0,3;1,8;2;3,8;0,4;17,6
01-01-2023 03:730;4,8;0;2,9;0;116;0;0,2;1,3;1,5;2,8;0,4;16,9
01-01-2023 04:730;2,9;0;1,8;0;126;0;0,3;2,6;2,3;4,9;0,4;17,2
01-01-2023 05:730;4,4;2;2,5;0;130;0;0,3;1,4;1,6;3,1;0,4;16,7
01-01-2023 06:730;3,4;0;2,3;0;116;0;0,3;1,9;2,5;4,4;0,5;16
01-01-2023 01:731;3,7;0;0,7;0;152;0;0,3;1,3;2,9;4,2;0,5;14,7
01-01-2023 02:731;6,8;0;0,8;0;200;0;0,3;1;3,2;4,2;0,4;14,2
01-01-2023 03:731;10,8;3;0,1;0;330;0;0,3;2,1;4,1;6,2;0,4;13,8
01-01-2023 04:731;10,1;4;1,1;0;113;0;0,3;3,1;4,6;7,7;0,4;13,6
01-01-2023 05:731;9,6;3;0,5;0;63;0;0,3;1,6;4;5,7;0,4;13,2
01-01-2023 06:731;11,5;3;0,7;0;146;0;0,4;8,7;8,1;16,8;0,5;12,1
01-01-2023 01:732;12,5;7;0,9;0;120;0;0,4;6,7;9,1;15,8;0,4;11,8
01-01-2023 02:732;12,5;5;0,7;0;126;0;0,7;18,2;10,5;28,8;0,4;11,6
01-01-2023 03:732;20,5;7;0,4;0;22;0;0,7;23,6;10,6;34,3;0,7;11,4
01-01-2023 04:732;26,4;11;0,7;0;354;0;0,5;14,9;10,4;25,3;0,7;11,7
01-01-2023 05:732;15,7;6;0,6;0;338;0;0,4;8,3;11,2;19,5;0,7;11,7
01-01-2023 06:732;29,6;6;1,1;0;350;0;0,5;21,4;9,5;30,9;0,9;11,8
01-01-2023 01:733;27,7;10;1,2;0;352;0;0,6;30,8;8,7;39,5;0,7;11,7
01-01-2023 02:733;27,9;19;0,5;0;340;0;0,5;18,1;8,7;26,8;0,9;13,5
01-01-2023 03:733;25,8;18;0,7;0;97;0;0,4;7,3;4,9;12,1;0,6;15,8
01-01-2023 04:733;19,6;12;2,5;0;347;0;0,4;5,2;4,8;10;0,5;17,1
01-01-2023 05:733;20,6;13;1,2;0;315;0;0,3;2,3;4;6,4;0,4;19,1
01-01-2023 06:733;13,5;11;2,4;0;122;0;0,3;1,9;2,2;4,2;0,4;18,8
01-01-2023 01:734;7,8;6;2,7;0;99;0;0,3;1,9;2;3,9;0,4;18,5
01-01-2023 02:734;7;7;2,9;0;128;0;0,3;2;2,2;4,2;0,4;18,6
